רשות מקומית,סוג מתקן,שם המתקן,שכונה-רובע,רחוב,מספר בית,גוף מפעיל המתקן,טלפון איש קשר,שנת הקמה,משרת בית ספר,X_GEO,Y_GEO
עמק הירדן,מגרש כדורסל – 19X32 מ',מגרש משולב פוריה עילית,,,,הישוב,04-6652640,,,32.73070219,35.547341
עמק הירדן,מגרש כדורגל – 45X90 מ',מעגן,,,,הקיבוץ,04-6654700,1950,,32.70529944,35.60003571
עמק הירדן,אולם ספורט בינוני – 32x19 מ',עין גב,,,,מועצה,04-827351,1988,,32.7825306,35.64051209
עמק הירדן,בריכת שחיה - 25X12.5 מ',שער הגולן,,,,הקיבוץ,04-6677519,1980,,32.68517551,35.60506503
עמק המעיינות,אולם ספורט בינוני – 32x19 מ',אולם 'הולצר בניר דוד,,,,מועצה אזורית עמק המעיינות,04-6065887,,,32.50584787,35.45230831
עמק המעיינות,אולם ספורט בינוני – 32x19 מ',אולם בי'ס שק'ד,,,,בית ספר שק'ד + מועצה אזורית עמק המעיינות,04-6065887,1984,בית ספר שק'ד יסודי ותיכון,32.44283539,35.50934693
עמק המעיינות,אולם ספורט בינוני – 32x19 מ',אולם הספורט במסילות,,,,מועצה אזורית עמק המעיינות,04-6065887,,"רימון', וכיתת 'דרור (אוטיסטים)",32.49568227,35.47564646
עמק המעיינות,אולם ספורט בינוני – 32x19 מ',אולם מנחמיה,,,,מושבה מנחמיה,04-6065887,,,32.66292157,35.5536912
עמק המעיינות,אולם ספורט בינוני – 32x19 מ',אולם מעלה גלבוע,,,,קיבוץ מעלה גלבוע,04-6065887,1980,לא,32.47678927,35.42054855
עמק המעיינות,אולם ספורט בינוני – 32x19 מ',אולם ספורט בבית ספר,,,,מועצה אזורית עמק המעיינות,04-6065887,1990,בית הספר 'גאון הירדן',32.49207791,35.52799424
עמק המעיינות,אולם ספורט קטן – 20x10 מ',אולם ספורט קטן,,,,קיבוץ מעוז חיים,04-6065887,1980,,32.49453967,35.54838949
עמק המעיינות,אולם ספורט בינוני – 32x19 מ',אולם קיבוץ חמדיה,,,,מועצה אזורית עמק המעיינות,04-6065887,1989,דקלים',32.52293198,35.51858949
עמק המעיינות,מגרש כדורסל – 19X32 מ',בית יוסף,,,,מושב בית יוסף,04-6065887,,,32.55700735,35.54989456
עמק המעיינות,"אצטדיון/מסלול אתלטיקה קלה – 6-4 מסלולים, 250 או 300 מ'",בית ספר רימון,,,,בית ספר רימון,04-6065887,1969,,32.49295132,35.47080774
עמק המעיינות,"אצטדיון/מסלול אתלטיקה קלה – 6-4 מסלולים, 250 או 300 מ'",בית ספר שק'ד,,,,בית ספר שק'ד,04-6065887,1982,,32.44387272,35.50921218
עמק המעיינות,בריכת שחיה - 25X12.5 מ',גשר,,,,קיבוץ גשר,04-6065887,,,32.4928811,35.51337788
עמק המעיינות,מגרש טניס,גשר,,,,קיבוץ גשר,04-6065887,,,32.43788574,35.51633772
עמק המעיינות,מגרש כדורסל – 19X32 מ',גשר,,,,קיבוץ גשר,04-6065887,,,32.62257763,35.5509133
עמק המעיינות,מגרש כדורסל – 19X32 מ',חמדיה,,,,קיבוץ חמדיה,04-6065887,,בי'ס דקלים,32.51986886,35.5174826
עמק המעיינות,בריכת שחיה - 25X12.5 מ',חמדיה,,,,קיבוץ חמדיה,04-6065887,,,32.52254065,35.52002499
עמק המעיינות,מגרש כדורסל – 19X32 מ',טירת צבי,,,,קיבוץ טירת צבי,04-6065887,,,32.42283679,35.52663057
עמק המעיינות,בריכת שחיה - 25X12.5 מ',טירת צבי,,,,קיבוץ טירת צבי,04-6065887,,,32.44698234,35.48658174
עמק המעיינות,אולם ספורט בינוני – 32x19 מ',ירדנה,,,,מושב ירדנה,04-6065887,,,32.5634647,35.56558283
עמק המעיינות,מגרש כדורסל – 19X32 מ',כפר רופין,,,,קיבוץ כפר רופין,04-6065887,,בי'ס אזורי ש.ק.ד,32.45999151,35.55909628
עמק המעיינות,בריכת שחיה - 25X12.5 מ',כפר רופין,,,,קיבוץ כפר רופין,04-6065887,,,32.46096469,35.55934472
עמק המעיינות,מגרש כדורגל – 45X90 מ',מושב בית יוסף,,,,מושב בית יוסף,04-6065887,,,32.46969143,35.50087445
עמק המעיינות,מגרש כדורגל – 45X90 מ',מושב ירדנה,,,,מושב ירדנה,04-6065887,,לא,32.43872206,35.51726572
עמק המעיינות,בריכת שחיה - 25X12.5 מ',מושב רויה,,,,מושב רויה,04-6065887,,,32.49642604,35.47780869
עמק המעיינות,מגרש כדורסל – 19X32 מ',מושב רויה,,,,מושב רויה,04-6065887,,,32.4490485,35.47368819
עמק המעיינות,מגרש כדורגל – 45X90 מ',מושב רחוב,,,,מושב רחוב,04-6065887,,,32.45150094,35.55451123
עמק המעיינות,מגרש כדורסל – 19X32 מ',מושב רחוב,,,,מושב רחוב,04-6065887,,,32.45166563,35.48914875
עמק המעיינות,מגרש כדורסל – 19X32 מ',מושב שדי תרומות,,,,מושב שדי תרומות,04-6065887,,,32.440889,35.48548874
עמק המעיינות,מגרש כדורסל – 19X32 מ',מושב תל תאומים,,,,מושב תל תאומים,04-6065887,,,32.4409778,35.49405988
עמק המעיינות,אולם ספורט בינוני – 32x19 מ',מלכישוע,,,,מלכישוע,04-6065887,,כן,32.43928934,35.41307931
עמק המעיינות,בריכת שחיה - 25X12.5 מ',מנחמיה,,,,מושבה מנחמיה,04-6065887,,לא,32.66560116,35.55314728
עמק המעיינות,מגרש כדורגל – 45X90 מ',מנחמיה,,,,מנחמיה,04-6065887,,,32.55821671,35.55278469
עמק המעיינות,מגרש כדורסל – 19X32 מ',מנחמיה,,,,מנחמיה,04-6065887,,,32.66706463,35.55541299
עמק המעיינות,מגרש כדורגל – 45X90 מ',מנחמיה,,,,מנחמיה,04-6065887,1986,לא,32.66271402,35.55697366
עמק המעיינות,מגרש כדורסל – 19X32 מ',מסילות,,,,קיבוץ מסילות,04-6065887,,,32.49538719,35.47448579
עמק המעיינות,בריכת שחיה - 25X12.5 מ',מסילות,,,,קיבוץ מסילות,04-6065887,,,32.49345114,35.47323513
עמק המעיינות,מגרש טניס,מעוז חיים,,,,קיבוץ מעוז חיים,04-6065887,,,32.62460179,35.55261532
עמק המעיינות,מגרש כדורסל – 19X32 מ',מעוז חיים,,,,קיבוץ מעוז חיים,04-6065887,,,32.49510729,35.54856189
עמק המעיינות,מכון לכושר גופני,מעוז חיים,,,,קיבוץ מעוז חיים,04-6065887,,,32.49372383,35.54995046
עמק המעיינות,בריכת שחיה - 25X12.5 מ',מעוז חיים,,,,קיבוץ מעוז חיים,04-6065887,1970,,32.49395526,35.5477595
עמק המעיינות,בריכת שחיה - 25X12.5 מ',מעלה גלבוע,,,,קיבוץ מעלה גלבוע,04-6065887,,,32.47697002,35.42031495
עמק המעיינות,מגרש כדורסל – 19X32 מ',מתנ'ס ירדנה בית יוסף,,,,מושבים ירדנה בית יוסף,04-6065887,,,32.56360561,35.5604403
עמק המעיינות,בריכת שחיה - 25X12.5 מ',מתנ'ס ירדנה בית יוסף,,,,מושב ירדנה ובית יוסף,04-6065887,,,32.56321624,35.56101376
עמק המעיינות,מגרש טניס,נוה אור,,,,קיבוץ נוה אור,04-6065887,1972,,32.58974287,35.55532441
עמק המעיינות,מגרש כדורסל – 19X32 מ',נוה אור,,,,קיבוץ נוה אור,04-6065887,,,32.58945729,35.55425817
עמק המעיינות,בריכת שחיה - 25X12.5 מ',נוה אור,,,,קיבוץ נוה אור,04-6065887,,,32.59023092,35.55492156
עמק המעיינות,מגרש כדורסל – 19X32 מ',נוה איתן,,,,קיבוץ נוה איתן,04-6065887,,,32.49209369,35.52886677
עמק המעיינות,בריכת שחיה - 25X12.5 מ',נוה איתן,,,,קיבוץ נוה איתן,04-6065887,1974,,32.49143713,35.52820475
עמק המעיינות,מגרש כדורסל – 19X32 מ',ניר דוד,,,,קיבוץ ניר דוד,04-6065887,1975,,32.50625133,35.45800263
עמק המעיינות,מכון לכושר גופני,ניר דוד,,,,קיבוץ ניר דוד,04-6065887,,,32.50585689,35.45230834
עמק המעיינות,בריכת שחיה - 25X12.5 מ',ניר דוד,,,,קיבוץ ניר דוד,04-6065887,1970,לא,32.50567675,35.45220143
עמק המעיינות,מגרש כדורסל – 19X32 מ',עין הנצי'ב,,,,קיבוץ עין הנצי'ב,04-6065887,1975,,32.47204899,35.50298839
עמק המעיינות,מכון לכושר גופני,עין הנצי'ב,,,,קיבוץ עין הנצי'ב,04-6065887,,,32.46959211,35.50092731
עמק המעיינות,בריכת שחיה - 25X12.5 מ',עין הנצי'ב,,,,קיבוץ עין הנצי'ב,04-6065887,1988,,32.42272071,35.52618362
עמק המעיינות,בריכת שחיה - 25X12.5 מ',קאנטרי המעיינות,,,,מרכז עידן מועצה אזורית,04-6065887,,,32.44848307,35.48486359
עמק המעיינות,מכון לכושר גופני,קאנטרי המעיינות,,,,רמר גולן - בנג'י,04-6065887,,,32.49291751,35.51323968
עמק המעיינות,מגרש כדורסל – 19X32 מ',קיבוץ מירב,,,,קיבוץ מירב,04-6065887,1990,,32.45257624,35.42127776
עמק המעיינות,מגרש כדורסל – 19X32 מ',קיבוץ מעלה גלבוע,,,,קיבוץ מעלה גלבוע,04-6065887,1975,,32.52612242,35.48088947
עמק המעיינות,בריכת שחיה - 25X12.5 מ',רשפים,,,,קיבוץ רשפים,04-6065887,1976,,32.47927778,35.5005016
עמק המעיינות,מגרש כדורסל – 19X32 מ',רשפים,,,,קיבוץ רשפים,04-6065887,1971,לא,32.47992555,35.47720562
עמק המעיינות,בריכת שחיה - 25X12.5 מ',שדה אליהו,,,,קיבוץ שדה אליהו,04-6065887,1971,,32.52750014,35.4817665
עמק המעיינות,מגרש טניס,שדה אליהו,,,,קיבוץ שדה אליהו,04-6065887,1970,לא,32.50584787,35.45230831
עמק המעיינות,מגרש כדורגל – 45X90 מ',שדה אליהו,,,,קיבוץ שדה אליהו,04-6065887,1977,,32.58976983,35.55535647
עמק המעיינות,מגרש כדורסל – 19X32 מ',שדה אליהו,,,,קיבוץ שדה אליהו,04-6065887,1971,לא,32.43844479,35.51635028
עמק המעיינות,בריכת שחיה - 25X12.5 מ',שדה נחום,,,,קיבוץ שדה נחום,04-6065887,1968,,32.4928811,35.51337788
עמק המעיינות,מגרש טניס,שדה נחום,,,,קיבוץ שדה נחום,04-6065887,1970,,32.52706738,35.48173324
עמק המעיינות,מגרש כדורסל – 19X32 מ',שדה נחום,,,,קיבוץ שדה נחום,04-6065887,1979,,32.52707638,35.48174391
עמק המעיינות,בריכת שחיה - 25X12.5 מ',שלוחות,,,,קיבוץ שלוחות,04-6065887,1971,,32.43790394,35.51627398
עמק המעיינות,מגרש כדורסל – 19X32 מ',שלוחות,,,,קיבוץ שלוחות,04-6065887,1973,,32.47352582,35.48014359
עמק חפר,אולם ספורט קטן – 20x10 מ',אביחייל,בי' אביחייל,,,מרכז קהילתי+ועד הישוב,09-8981628,1960,בית ספר אביחייל,32.34610114,34.86981969
עמק חפר,בריכת שחיה - 25X12.5 מ',אביחייל,אביחייל,,,ועד אביחייל,09-8823118,1950,,32.35041837,34.87584839
עמק חפר,מגרש טניס,אביחייל,אביחייל,,,ועדון טניס אביחייל,050-7346035,1960,,32.35041837,34.87584839
עמק חפר,מגרש כדורסל – 19X32 מ',אביחייל,בי'ס אביחייל,,,מרכז קהילתי+ועד הישוב,09-8981628,1960,בית ספר אביחייל,32.34610114,34.86981969
עמק חפר,מתקן פתוח לכושר גופני,אביחייל,אביחייל,,,אביחייל,09-8823118,2006,,32.34751449,34.87576328
עמק חפר,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),אולם ג'ודו יכון,בין אומץ לגן יאשיה,,,מחלקת הספורט,04-6258031,1950,,32.35786366,34.99205965
עמק חפר,אולם ספורט גדול - 45X24 מ',אולם ספורט אזורי,בת חפר,,,מרכז קהילתי/מחלקת הספורט,09-8782896,2006,בית ספר שדות,32.33560308,35.01128351
עמק חפר,אולם ספורט גדול - 45X24 מ',אולם ספורט אזורי גח'א,גח'א,,,מחלקת הספורט,04-6251050,2005,בית ספר משגב ושפרירים,32.40033962,34.93275629
עמק חפר,מגרש כדורגל - לא תקני,אומץ,אומץ,,,ועד אומץ,04-6258033,1980,,32.37091868,34.99601373
עמק חפר,מגרש כדורסל – 19X32 מ',אומץ,אומץ,,,ועד אומץ,04-6258033,1970,,32.37091868,34.99601373
עמק חפר,מגרש ספורט משולב – 43X32 מ',אחיטוב,אחיטוב,,,ועד אחיטוב,04-6258428,2000,,32.38628816,34.9927477
עמק חפר,מגרש כדורסל – 19X32 מ',אלישיב,אלישיב,,,ועד אלישיב,04-6365157,1950,,32.37924957,34.90953658
עמק חפר,אצטדיון כדורגל – 105X70 מ',אצטדיון אזורי עמק חפר גח'א,גח'א,,,מחלקת הספורט,04-6251050,1970,,32.39592196,34.93318404
עמק חפר,מגרש כדורסל – 19X32 מ',בארותיים,בארותיים,,,ועד בארותיים,09-8988032,1985,,32.32102402,34.98518974
עמק חפר,מגרש פטאנק או כדורת דשא,בארותיים,בארותיים,,,מחלקת הספורט,04-6251050,2008,,32.32341831,34.97760123
עמק חפר,מתקן פתוח לכושר גופני,בארותיים,בארותיים,,,בארותיים,09-8988032,2007,,32.32341831,34.97760123
עמק חפר,אולם ספורט קטן – 20x10 מ',בורגתה,בורגתה,,,מרכז קהילתי+ועד הישוב,09-8988130,1950,,32.32450949,34.96304882
עמק חפר,מגרש כדורסל – 19X32 מ',בורגתה,בורגתה,,,ועד בורגתה,09-8988190,1960,,32.32450949,34.96304882
עמק חפר,מגרש טניס,בחן,בחן,,,בחן,098763750,1960,,32.3514164,35.0209809
עמק חפר,מגרש כדורסל – 19X32 מ',בחן,בחן,,,בחן,09-8763333,1960,,32.3514164,35.0209809
עמק חפר,מגרש ספורט משולב – 43X32 מ',בי'ס הראל כפר הרואה,כפר הרואה,,,בי'ס הראל,04-6251050,1995,,32.38705952,34.90987253
עמק חפר,אולם ספורט בינוני – 32x19 מ',בי'ס מבואות ים,מכמורת,,,מבואות ים,098662200,1970,,32.40419848,34.86888267
עמק חפר,מגרש כדורסל – 19X32 מ',בי'ס שחר מעיין,עין החורש,,,בי'ס שחר מעיין,046127311,1980,,32.38829512,34.93834
עמק חפר,מגרש ספורט משולב – 43X32 מ',בי'ס שחר מעיין,עין החורש,,,בי'ס שחר מעיין,046251050,1990,,32.38829512,34.93834
עמק חפר,מגרש כדורסל – 19X32 מ',בית הלוי,בית הלוי,,,בית הלוי,09-8988640,1950,,32.35272165,34.93026415
